210621_iPAC_473_RP2
comment
no.	runtime	datetime	RH @PcTc	saturation pressure	chamber pressure	saturation pressure	chamber pressure	flow rate	Ts2500#1 SIL010 c11	Ts2500#2 SIL035 c19	PsDruck#1 0-20 h118	PoDruck#2 0-3b h119	PoDruck#3 0-3b h120	P MSL473_SH2	Tc SIL019 c12	Tc SIL057 c13	Tc SIL058 c14	Tc SIL020 c15	Tc SIL012 c17	Tx MSL473_SHX	Tx DUT473_RP2	DP MSL473_SH2	DP DUT473_RP2	FP MSL473_SH2	FP DUT473_RP2	Tm MSL473_SH2	Tm DUT473_RP2	RH DUT473_RP2	Th MSL473_SHX	Th DUT473_RP2	Tamb SIL039 c20
23	1474.7569589614868	2021-06-25 11:09:26	100.0	14.2269	14.712	22.5623	22.6286	0.43721	22.21970022440305	22.40014164490716	1.019994897186114	1.031526679586158	1.0207302653513943	0.002478	22.580496085904247	22.631395489082806	22.61809394348176	22.620132192184208	22.615120479781147	22.6095	22.6246	23.0218	22.3358	23.0237	22.3357	23.0245	22.3359	98.2593	20.5938	22.5891	20.42950512111138
24	1541.537483215332	2021-06-25 11:10:33	100.0	14.2209	14.708	22.5625	22.6289	0.43721	22.21713006263783	22.397568229037695	1.019985843365822	1.0315805116532812	1.020804972908032	0.002478	22.583055189656328	22.631395489082806	22.61809394348176	22.620132192184208	22.615120479781147	22.6098	22.6248	23.0225	22.3365	23.0196	22.3367	23.0196	22.3369	98.2634	20.5938	22.5903	20.4166440610702
25	1608.3297171592712	2021-06-25 11:11:40	100.0	14.2269	14.71	22.5623	22.6287	0.44373	22.21970022440305	22.394994815233726	1.0200052730244438	1.0316046877404454	1.020793554873068	0.002478	22.583055189656328	22.63396934904886	22.620672377651154	22.620132192184208	22.612550011946194	22.6103	22.6253	23.0193	22.3377	23.0196	22.3379	23.0197	22.3379	98.2684	20.5938	22.5911	20.401210853189443
26	1675.1004729270935	2021-06-25 11:12:46	100.0	14.2209	14.708	22.5622	22.6286	0.45188	22.21455990286943	22.394994815233726	1.0197659677420237	1.0313424043588681	1.0205616568716354	0.002478	22.585614294652146	22.63396934904886	22.620672377651154	22.620132192184208	22.615120479781147	22.6101	22.6254	23.0213	22.3387	23.0208	22.3388	23.0203	22.3389	98.2729	20.5936	22.5922	20.403783049641603
27	1741.8718042373657	2021-06-25 11:13:53	100.0	14.2209	14.708	22.5624	22.6288	0.45514	22.21970022440305	22.397568229037695	1.019786719417299	1.0313627838576576	1.0205854385714164	0.002478	22.585614294652146	22.63396934904886	22.625829251679235	22.614986918210352	22.612550011946194	22.6104	22.6258	23.0188	22.34	23.0193	22.34	23.0197	22.3403	98.2787	20.5937	22.593	20.4166440610702
28	1808.6727957725525	2021-06-25 11:15:00	100.0	14.2269	14.708	22.5626	22.6289	0.46003	22.21970022440305	22.394994815233726	1.0198919800887452	1.0313942306141057	1.0206085197828927	0.002478	22.585614294652146	22.636543210986822	22.6232508137169	22.617559554368334	22.615120479781147	22.611	22.6259	23.021	22.3409	23.0211	22.341	23.0209	22.3411	98.2827	20.5938	22.5937	20.43207733895313
29	1875.4581019878387	2021-06-25 11:16:07	100.0	14.2209	14.71	22.5622	22.6286	0.46166	22.21713006263783	22.40014164490716	1.0198634164885172	1.0314801899060206	1.0206965366354266	0.002478	22.585614294652146	22.631395489082806	22.620672377651154	22.620132192184208	22.612550011946194	22.6111	22.6262	23.02	22.3419	23.0198	22.342	23.0186	22.3419	98.2877	20.5939	22.5948	20.43207733895313
30	1942.2356271743774	2021-06-25 11:17:13	100.0	14.2209	14.708	22.5624	22.6288	0.46818	22.21713006263783	22.397568229037695	1.0198571669490888	1.0314607774263527	1.0206702681702757	0.002478	22.585614294652146	22.631395489082806	22.620672377651154	22.620132192184208	22.612550011946194	22.6115	22.6261	23.0184	22.343	23.0199	22.3429	23.0207	22.343	98.2924	20.5937	22.5956	20.424360691261406
31	2008.9737572669983	2021-06-25 11:18:20	100.0	14.2209	14.708	22.5625	22.6289	0.47144	22.21713006263783	22.40014164490716	1.0199311598942222	1.031497811569685	1.0206772380692493	0.002478	22.580496085904247	22.63396934904886	22.61809394348176	22.620132192184208	22.609979545339556	22.6115	22.6266	23.0207	22.3437	23.0206	22.344	23.0203	22.3439	98.2941	20.5937	22.5963	20.43464955873941
32	2075.764107942581	2021-06-25 11:19:27	100.0	14.2269	14.71	22.5626	22.629	0.47633	22.21713006263783	22.392421403495447	1.0197587166740525	1.031376035906476	1.020582006160907	0.002478	22.583055189656328	22.63396934904886	22.6232508137169	22.614986918210352	22.61769094884436	22.6118	22.6269	23.0193	22.3448	23.0178	22.3445	23.0153	22.3446	98.2978	20.5936	22.5972	20.426932905214073
33	2142.502305984497	2021-06-25 11:20:34	100.0	14.2209	14.708	22.5725	22.6389	0.48122	22.21455990286943	22.40014164490716	1.0197107234179306	1.0313609930403798	1.020587224825896	0.002478	22.58817340089172	22.6288216310885	22.6232508137169	22.625277472789808	22.615120479781147	22.6123	22.6271	23.0198	22.3454	23.0203	22.3453	23.02	22.3457	98.3026	20.5935	22.5981	20.43207733895313
